Traj,month,mean_chl,month_chl
123,9,1.3313562340480236,1.044600720946248
123,10,NA,1.0602299852637762
123,11,NA,NA
123,12,NA,NA
126,1,NA,NA
126,2,NA,0.45388999016295284
126,3,0.16627175781148962,0.32207880463604655
126,4,0.2523524956086317,0.6715311299752709
126,5,0.445013755360527,1.4108803667171865
126,6,1.3789775758136145,1.4754400272931767
126,7,2.4824166060895108,0.8462936888786353
126,8,1.3447654144558763,0.7990466622891601
126,9,1.6524878747158862,1.044600720946248
126,10,NA,1.0602299852637762
126,11,NA,NA
126,12,NA,NA
129,1,NA,NA
129,2,0.22838332017262777,0.45388999016295284
129,3,0.26847342174561295,0.32207880463604655
129,4,1.2369752561442273,0.6715311299752709
129,5,0.8660567046976073,1.4108803667171865
129,6,0.9777990564863313,1.4754400272931767
129,7,1.2227458050645934,0.8462936888786353
129,8,1.1109898434562664,0.7990466622891601
129,9,1.4286316979802545,1.044600720946248
129,10,NA,1.0602299852637762
129,11,NA,NA
129,12,NA,NA
137,1,NA,NA
137,2,NA,0.45388999016295284
137,3,0.29783937486808854,0.32207880463604655
137,4,1.9078495528174944,0.6715311299752709
137,5,0.9221199671744824,1.4108803667171865
137,6,1.0338844335034545,1.4754400272931767
137,7,1.3096228335961335,0.8462936888786353
137,8,1.0487080147621215,0.7990466622891601
137,9,1.5186795185402722,1.044600720946248
137,10,NA,1.0602299852637762
137,11,NA,NA
137,12,NA,NA
141,1,NA,NA
141,2,NA,0.45388999016295284
141,3,0.16828801709227265,0.32207880463604655
141,4,0.2533673614430028,0.6715311299752709
141,5,0.45402303035752695,1.4108803667171865
141,6,1.368521585462022,1.4754400272931767
141,7,2.432053891621126,0.8462936888786353
141,8,1.3475343517007157,0.7990466622891601
141,9,1.8173661718508902,1.044600720946248
141,10,NA,1.0602299852637762
141,11,NA,NA
141,12,NA,NA
145,1,NA,NA
145,2,0.23551831809444385,0.45388999016295284
145,3,0.2746862334452467,0.32207880463604655
145,4,0.6122212621651284,0.6715311299752709
145,5,0.8401863457867433,1.4108803667171865
145,6,0.947560729073124,1.4754400272931767
145,7,1.002984402254895,0.8462936888786353
145,8,1.0006798634510765,0.7990466622891601
145,9,1.3332463898926599,1.044600720946248
145,10,NA,1.0602299852637762
145,11,NA,NA
145,12,NA,NA
147,1,NA,NA
147,2,0.23314796567093338,0.45388999016295284
147,3,0.2694754262878136,0.32207880463604655
147,4,1.1713188549145956,0.6715311299752709
147,5,0.8482479924594928,1.4108803667171865
147,6,0.9882548007934293,1.4754400272931767
147,7,1.191893862307118,0.8462936888786353
147,8,1.0913539506865098,0.7990466622891601
147,9,1.4109051029153659,1.044600720946248
147,10,NA,1.0602299852637762
147,11,NA,NA
147,12,NA,NA
148,1,NA,NA
148,2,NA,0.45388999016295284
148,3,0.17737136074445314,0.32207880463604655
148,4,0.26063449752071627,0.6715311299752709
148,5,0.49461548159115365,1.4108803667171865
148,6,1.169200667734236,1.4754400272931767
148,7,2.187060263390693,0.8462936888786353
148,8,1.153632622074198,0.7990466622891601
148,9,1.5715057354717046,1.044600720946248
148,10,NA,1.0602299852637762
148,11,NA,NA
148,12,NA,NA
156,1,NA,NA
156,2,NA,0.45388999016295284
156,3,0.18414967300163376,0.32207880463604655
156,4,0.2638888894300151,0.6715311299752709
156,5,0.517765878824848,1.4108803667171865
156,6,1.1495669810739282,1.4754400272931767
156,7,2.0133148832740293,0.8462936888786353
156,8,1.1288593347281313,0.7990466622891601
156,9,1.6481294434000602,1.044600720946248
156,10,NA,1.0602299852637762
156,11,NA,NA
156,12,NA,NA
171,1,NA,NA
171,2,0.27011795654479,0.45388999016295284
171,3,0.26820519852098273,0.32207880463604655
171,4,0.6374648483916068,0.6715311299752709
171,5,0.8452623745396176,1.4108803667171865
171,6,0.9369312916842029,1.4754400272931767
171,7,1.0357836302882897,0.8462936888786353
171,8,1.0130417992911054,0.7990466622891601
171,9,1.349657217021568,1.044600720946248
171,10,NA,1.0602299852637762
171,11,NA,NA
171,12,NA,NA
172,1,NA,NA
172,2,0.2568030513859555,0.45388999016295284
172,3,0.27055096866992806,0.32207880463604655
172,4,0.6081017766590718,0.6715311299752709
172,5,0.843194695897269,1.4108803667171865
172,6,0.92754515269534,1.4754400272931767
172,7,1.0078252749821164,0.8462936888786353
172,8,0.993165373447733,0.7990466622891601
172,9,1.355417113994777,1.044600720946248
172,10,NA,1.0602299852637762
172,11,NA,NA
172,12,NA,NA
175,1,NA,NA
175,2,NA,0.45388999016295284
175,3,0.3073217385906284,0.32207880463604655
175,4,1.5957648931511625,0.6715311299752709
175,5,0.7055762426757973,1.4108803667171865
175,6,1.1293006022815748,1.4754400272931767
175,7,1.3308982539848113,0.8462936888786353
175,8,1.1045600936955338,0.7990466622891601
175,9,1.5347664153720244,1.044600720946248
175,10,NA,1.0602299852637762
175,11,NA,NA
175,12,NA,NA
190,1,NA,NA
190,2,NA,0.45388999016295284
190,3,0.18221134203486145,0.32207880463604655
190,4,0.2464453729946173,0.6715311299752709
190,5,0.4450111904202832,1.4108803667171865
190,6,1.5174434342946683,1.4754400272931767
190,7,2.418359379183135,0.8462936888786353
190,8,1.4545035015791654,0.7990466622891601
190,9,1.6646286926729261,1.044600720946248
190,10,NA,1.0602299852637762
190,11,NA,NA
190,12,NA,NA
194,1,NA,NA
194,2,0.24607223644852638,0.45388999016295284
194,3,0.28857591142665306,0.32207880463604655
194,4,1.9452820654527103,0.6715311299752709
194,5,0.9083865931036487,1.4108803667171865
194,6,1.0410086249834614,1.4754400272931767
194,7,1.319483849871226,0.8462936888786353
194,8,1.0059549020554905,0.7990466622891601
194,9,1.5431607349706378,1.044600720946248
194,10,NA,1.0602299852637762
194,11,NA,NA
194,12,NA,NA
196,1,NA,NA
196,2,NA,0.45388999016295284
196,3,0.18415171508028916,0.32207880463604655
196,4,0.265391774240032,0.6715311299752709
196,5,0.519764504176841,1.4108803667171865
196,6,1.181901915122497,1.4754400272931767
196,7,1.958900225094265,0.8462936888786353
196,8,1.148234938609667,0.7990466622891601
196,9,1.7452360683803516,1.044600720946248
196,10,NA,1.0602299852637762
196,11,NA,NA
196,12,NA,NA
205,1,NA,NA
205,2,NA,0.45388999016295284
205,3,0.18613979792917654,0.32207880463604655
205,4,0.2464267556307584,0.6715311299752709
205,5,0.4293700802029321,1.4108803667171865
205,6,1.546209064081298,1.4754400272931767
205,7,2.410030338791914,0.8462936888786353
205,8,1.423174377395613,0.7990466622891601
205,9,1.9251363781214499,1.044600720946248
205,10,NA,1.0602299852637762
205,11,NA,NA
205,12,NA,NA
207,1,NA,NA
207,2,NA,0.45388999016295284
207,3,0.1830363861233343,0.32207880463604655
207,4,0.24255187523019714,0.6715311299752709
207,5,0.4347263780365352,1.4108803667171865
207,6,1.360279649029506,1.4754400272931767
207,7,2.467668419522344,0.8462936888786353
207,8,1.4723213863953881,0.7990466622891601
207,9,1.8328542401240422,1.044600720946248
207,10,NA,1.0602299852637762
207,11,NA,NA
207,12,NA,NA
211,1,NA,NA
211,2,NA,0.45388999016295284
211,3,0.1818201124235507,0.32207880463604655
211,4,0.24285127046380856,0.6715311299752709
211,5,0.4383496165220282,1.4108803667171865
211,6,1.4115047883100182,1.4754400272931767
211,7,2.4580993408960365,0.8462936888786353
211,8,1.454175091098023,0.7990466622891601
211,9,1.719629817965439,1.044600720946248
211,10,NA,1.0602299852637762
211,11,NA,NA
211,12,NA,NA
214,1,NA,NA
214,2,NA,0.45388999016295284
214,3,0.18785194602911115,0.32207880463604655
214,4,0.24626218669993036,0.6715311299752709
214,5,0.42750937356703805,1.4108803667171865
214,6,1.5617483010437112,1.4754400272931767
214,7,2.434920365483579,0.8462936888786353
214,8,1.385969048816505,0.7990466622891601
214,9,1.6585887086817197,1.044600720946248
214,10,NA,1.0602299852637762
214,11,NA,NA
214,12,NA,NA
220,1,NA,NA
220,2,0.2491355121583867,0.45388999016295284
220,3,0.2844849907909649,0.32207880463604655
220,4,1.9654224627275965,0.6715311299752709
220,5,0.8886742096094864,1.4108803667171865
220,6,1.0547533198236831,1.4754400272931767
220,7,1.3196719924583653,0.8462936888786353
220,8,1.1813737689647803,0.7990466622891601
220,9,1.461061201741987,1.044600720946248
220,10,NA,1.0602299852637762
220,11,NA,NA
220,12,NA,NA
222,1,NA,NA
222,2,NA,0.45388999016295284
222,3,0.16007646888154423,0.32207880463604655
222,4,0.24213981853238695,0.6715311299752709
222,5,0.4643639479693667,1.4108803667171865
222,6,1.4751561212619948,1.4754400272931767
222,7,2.3703660752581452,0.8462936888786353
222,8,1.4137285693508888,0.7990466622891601
222,9,1.7361251952909806,1.044600720946248
222,10,NA,1.0602299852637762
222,11,NA,NA
222,12,NA,NA
223,1,NA,NA
223,2,NA,0.45388999016295284
223,3,0.19086740642388073,0.32207880463604655
223,4,0.2657435933147725,0.6715311299752709
223,5,0.505146666111658,1.4108803667171865
223,6,1.1431503577259021,1.4754400272931767
223,7,2.1595668823188956,0.8462936888786353
223,8,1.1468560164857395,0.7990466622891601
223,9,1.59973186328286,1.044600720946248
223,10,NA,1.0602299852637762
223,11,NA,NA
223,12,NA,NA
232,1,NA,NA
232,2,0.25428880307870577,0.45388999016295284
232,3,0.2666500177079191,0.32207880463604655
232,4,0.9920324849999252,0.6715311299752709
232,5,0.8381439047761764,1.4108803667171865
232,6,0.9617357898546144,1.4754400272931767
232,7,1.1422416662067683,0.8462936888786353
232,8,1.0468147704272717,0.7990466622891601
232,9,1.3861704302763413,1.044600720946248
232,10,NA,1.0602299852637762
232,11,NA,NA
232,12,NA,NA
235,1,NA,NA
235,2,NA,0.45388999016295284
235,3,0.1850654067537364,0.32207880463604655
235,4,0.2506749676737126,0.6715311299752709
235,5,0.48754500716098503,1.4108803667171865
235,6,1.4421593460684055,1.4754400272931767
235,7,2.3924803666130656,0.8462936888786353
235,8,1.3768616163855123,0.7990466622891601
235,9,1.621031032951841,1.044600720946248
235,10,NA,1.0602299852637762
235,11,NA,NA
235,12,NA,NA
237,1,NA,NA
237,2,NA,0.45388999016295284
237,3,0.1885871353248755,0.32207880463604655
237,4,0.26872090765355544,0.6715311299752709
237,5,0.5058667724662357,1.4108803667171865
237,6,1.1392989973435983,1.4754400272931767
237,7,2.1249842903385874,0.8462936888786353
237,8,1.1352435031581272,0.7990466622891601
237,9,1.6003381642458754,1.044600720946248
237,10,NA,1.0602299852637762
237,11,NA,NA
237,12,NA,NA
244,1,NA,NA
244,2,NA,0.45388999016295284
244,3,0.19222293418314723,0.32207880463604655
244,4,0.24946663346872375,0.6715311299752709
244,5,0.48998978504163304,1.4108803667171865
244,6,1.4284120554071242,1.4754400272931767
244,7,2.36784722553103,0.8462936888786353
244,8,1.3754573574512468,0.7990466622891601
244,9,1.66356765511103,1.044600720946248
244,10,NA,1.0602299852637762
244,11,NA,NA
244,12,NA,NA
246,1,NA,NA
246,2,0.25154966845804333,0.45388999016295284
246,3,0.27826610123097656,0.32207880463604655
246,4,1.742288615122074,0.6715311299752709
246,5,0.9690222412155165,1.4108803667171865
246,6,1.0683435829321652,1.4754400272931767
246,7,1.2947602522419226,0.8462936888786353
246,8,1.065490968673023,0.7990466622891601
246,9,1.4807121471881597,1.044600720946248
246,10,NA,1.0602299852637762
246,11,NA,NA
246,12,NA,NA
248,1,NA,NA
248,2,NA,0.45388999016295284
248,3,0.1893271908555017,0.32207880463604655
248,4,0.2687946256795308,0.6715311299752709
248,5,0.5059799504353741,1.4108803667171865
248,6,1.141177058505555,1.4754400272931767
248,7,2.1414196215313055,0.8462936888786353
248,8,1.1443716369833985,0.7990466622891601
248,9,1.6078644577563435,1.044600720946248
248,10,NA,1.0602299852637762
248,11,NA,NA
248,12,NA,NA
254,1,NA,NA
254,2,NA,0.45388999016295284
254,3,0.18907920664739258,0.32207880463604655
254,4,0.25307363349181067,0.6715311299752709
254,5,0.48820089927495836,1.4108803667171865
254,6,1.4054929805653436,1.4754400272931767
254,7,2.37295442137771,0.8462936888786353
254,8,1.3659076930188585,0.7990466622891601
254,9,1.779516457777757,1.044600720946248
254,10,NA,1.0602299852637762
254,11,NA,NA
254,12,NA,NA
256,1,NA,NA
256,2,NA,0.45388999016295284
256,3,0.1923422456321204,0.32207880463604655
256,4,0.2584899538381457,0.6715311299752709
256,5,0.47277305787429214,1.4108803667171865
256,6,1.3196577013167885,1.4754400272931767
256,7,2.340054708041928,0.8462936888786353
256,8,1.336098606715702,0.7990466622891601
256,9,1.7570606927978392,1.044600720946248
256,10,NA,1.0602299852637762
256,11,NA,NA
256,12,NA,NA
260,1,NA,NA
260,2,NA,0.45388999016295284
260,3,0.1594019953476926,0.32207880463604655
260,4,0.24260042867889878,0.6715311299752709
260,5,0.47638236436952724,1.4108803667171865
260,6,1.4741277685383098,1.4754400272931767
260,7,2.3633687140621995,0.8462936888786353
260,8,1.4070489786307452,0.7990466622891601
260,9,1.6493264706959974,1.044600720946248
260,10,NA,1.0602299852637762
260,11,NA,NA
260,12,NA,NA
264,1,NA,NA
264,2,NA,0.45388999016295284
264,3,0.19565010154722157,0.32207880463604655
264,4,0.2602301874072165,0.6715311299752709
264,5,0.4841233141549671,1.4108803667171865
264,6,1.2805416718883724,1.4754400272931767
264,7,2.2643703093066616,0.8462936888786353
264,8,1.268605739958195,0.7990466622891601
264,9,1.7369374336411,1.044600720946248
264,10,NA,1.0602299852637762
264,11,NA,NA
264,12,NA,NA
270,1,NA,NA
270,2,NA,0.45388999016295284
270,3,0.18664045899068235,0.32207880463604655
270,4,0.2479698072901229,0.6715311299752709
270,5,0.45929776524926064,1.4108803667171865
270,6,1.5729693084377332,1.4754400272931767
270,7,2.4207350531844507,0.8462936888786353
270,8,1.3885566554362423,0.7990466622891601
270,9,1.61307827167854,1.044600720946248
270,10,NA,1.0602299852637762
270,11,NA,NA
270,12,NA,NA
272,1,NA,NA
272,2,NA,0.45388999016295284
272,3,0.19679640021129716,0.32207880463604655
272,4,0.26613032319506663,0.6715311299752709
272,5,0.5128689983568224,1.4108803667171865
272,6,1.1640073334216323,1.4754400272931767
272,7,2.0894049496614726,0.8462936888786353
272,8,1.1719166195631394,0.7990466622891601
272,9,1.6913073519635649,1.044600720946248
272,10,NA,1.0602299852637762
272,11,NA,NA
272,12,NA,NA
276,1,NA,NA
276,2,NA,0.45388999016295284
276,3,0.20264916223457116,0.32207880463604655
276,4,0.26713613020601096,0.6715311299752709
276,5,0.5092426548846325,1.4108803667171865
276,6,1.1854647569199825,1.4754400272931767
276,7,2.1736246415235305,0.8462936888786353
276,8,1.2053400617926868,0.7990466622891601
276,9,1.7183725851135063,1.044600720946248
276,10,NA,1.0602299852637762
276,11,NA,NA
276,12,NA,NA
282,1,NA,NA
282,2,NA,0.45388999016295284
282,3,0.20564466041932797,0.32207880463604655
282,4,0.2631808266524346,0.6715311299752709
282,5,0.4849173116231133,1.4108803667171865
282,6,1.3200592795357655,1.4754400272931767
282,7,2.2548845899126757,0.8462936888786353
282,8,1.320371746182214,0.7990466622891601
282,9,1.7655586658504625,1.044600720946248
282,10,NA,1.0602299852637762
282,11,NA,NA
282,12,NA,NA
284,1,NA,NA
284,2,NA,0.45388999016295284
284,3,0.17588746139872005,0.32207880463604655
284,4,0.24396899099162356,0.6715311299752709
284,5,0.46115440832731053,1.4108803667171865
284,6,1.5025450570392789,1.4754400272931767
284,7,2.3854869888463153,0.8462936888786353
284,8,1.3970377126785174,0.7990466622891601
284,9,1.6282443071866664,1.044600720946248
284,10,NA,1.0602299852637762
284,11,NA,NA
284,12,NA,NA
286,1,NA,NA
286,2,NA,0.45388999016295284
286,3,0.18368074269368623,0.32207880463604655
286,4,0.2470944492366168,0.6715311299752709
286,5,0.48867221775298153,1.4108803667171865
286,6,1.4552261640207398,1.4754400272931767
286,7,2.3641977187024046,0.8462936888786353
286,8,1.3882147617231715,0.7990466622891601
286,9,1.7050044326658023,1.044600720946248
286,10,NA,1.0602299852637762
286,11,NA,NA
286,12,NA,NA
291,1,NA,NA
291,2,NA,0.45388999016295284
291,3,NA,0.32207880463604655
291,4,NA,0.6715311299752709
291,5,2.768797491106734,1.4108803667171865
291,6,0.5250067107709415,1.4754400272931767
291,7,0.3557189360466339,0.8462936888786353
291,8,0.7101524405239165,0.7990466622891601
291,9,1.3224668970708449,1.044600720946248
291,10,NA,1.0602299852637762
291,11,NA,NA
291,12,NA,NA
294,1,NA,NA
294,2,NA,0.45388999016295284
294,3,NA,0.32207880463604655
294,4,NA,0.6715311299752709
294,5,2.2142605477323136,1.4108803667171865
294,6,0.4479907387087132,1.4754400272931767
294,7,0.3532785957328754,0.8462936888786353
294,8,0.6802843475833218,0.7990466622891601
294,9,1.456674025496901,1.044600720946248
294,10,NA,1.0602299852637762
294,11,NA,NA
294,12,NA,NA
297,1,NA,NA
297,2,NA,0.45388999016295284
297,3,NA,0.32207880463604655
297,4,NA,0.6715311299752709
297,5,1.820165680437688,1.4108803667171865
297,6,0.4652069716782772,1.4754400272931767
297,7,0.3613238926138301,0.8462936888786353
297,8,0.6256916144426183,0.7990466622891601
297,9,1.5716778525381874,1.044600720946248
297,10,NA,1.0602299852637762
297,11,NA,NA
297,12,NA,NA
298,1,NA,NA
298,2,NA,0.45388999016295284
298,3,NA,0.32207880463604655
298,4,NA,0.6715311299752709
298,5,0.8127564386291019,1.4108803667171865
298,6,0.416062072011995,1.4754400272931767
298,7,0.3662670861350651,0.8462936888786353
298,8,0.6187416936124304,0.7990466622891601
298,9,1.6758798296876283,1.044600720946248
298,10,NA,1.0602299852637762
298,11,NA,NA
298,12,NA,NA
